primary_key,median_house_value_capped,median_house_age_grouped,total_households,bedrooms_per_household,less_than_1h_ocean,inland,island,near_bay,near_ocean,event_time
Jamacha-Lomita,117985.71428571429,27,3982.0,1.0030135610246107,0,0,0,0,1,2025-05-24T22:50:07Z
Jefferson,91692.30769230769,40,4894.0,1.0488353085410707,0,0,0,1,0,2025-05-24T22:50:07Z
Jensen,163100.0,25,595.0,1.0722689075630252,0,1,0,0,0,2025-05-24T22:50:07Z
Jesmond Dene,203100.0,10,857.0,1.0501750291715286,1,0,0,0,0,2025-05-24T22:50:07Z
Joaquin Miller Park,410000.0,30,318.0,0.9433962264150944,0,0,0,1,0,2025-05-24T22:50:07Z
Joaquin Ranch,356200.0,20,778.0,1.1028277634961439,0,0,0,1,0,2025-05-24T22:50:07Z
Jordan Estates,109400.0,10,666.0,1.024024024024024,0,1,0,0,0,2025-05-24T22:50:07Z
Joseph,224400.0,25,657.0,1.1308980213089803,1,0,0,0,0,2025-05-24T22:50:07Z
Junior College Neighborhood Association,196990.0,34,4503.0,1.042416166999778,1,0,0,0,0,2025-05-24T22:50:07Z
Kamala Park,152450.0,18,2586.0,0.9130172080433101,0,0,0,0,1,2025-05-24T22:50:07Z
Kearny Mesa,180725.0,25,1426.0,1.0133239831697054,0,0,0,0,1,2025-05-24T22:50:07Z
Kendall Hills,124900.0,0,499.0,0.9639278557114228,0,1,0,0,0,2025-05-24T22:50:07Z
Kensington,254060.0,46,1774.0,1.011837655016911,0,0,0,0,1,2025-05-24T22:50:07Z
Kern City,110150.0,15,1603.0,1.0299438552713662,0,1,0,0,0,2025-05-24T22:50:07Z
Kiernan,153000.0,20,730.0,1.1835616438356165,0,1,0,0,0,2025-05-24T22:50:07Z
Kimber - Gomes,341733.3333333333,17,2819.0,1.04043987229514,1,0,0,0,0,2025-05-24T22:50:07Z
Kings,93900.0,30,188.0,0.973404255319149,0,1,0,0,0,2025-05-24T22:50:07Z
Kit Carson,262500.0,10,1261.0,1.0118953211736716,1,0,0,0,0,2025-05-24T22:50:07Z
Kooser,243633.33333333334,23,1881.0,1.0228601807549176,1,0,0,0,0,2025-05-24T22:50:07Z
Koreatown,238283.33333333334,28,5859.0,1.106673493770268,1,0,0,0,0,2025-05-24T22:50:07Z
Kutras,76900.0,20,475.0,1.0421052631578946,0,1,0,0,0,2025-05-24T22:50:07Z
La Colina,260233.33333333334,15,2346.0,1.014066496163683,1,0,0,0,0,2025-05-24T22:50:07Z
La Cresta/Alta Vista,87500.0,40,695.0,1.0402877697841726,0,1,0,0,0,2025-05-24T22:50:07Z
La Jolla,434281.75,22,14807.0,1.1248756218905471,0,0,0,0,1,2025-05-24T22:50:07Z
La Plaza,65975.0,38,1055.0,1.0530805687203793,0,1,0,0,0,2025-05-24T22:50:07Z
La Sierra,136442.85714285713,16,5848.0,1.0784883720930232,0,1,0,0,0,2025-05-24T22:50:07Z
La Sierra Acres,124550.0,20,2383.0,1.0402853545950483,0,1,0,0,0,2025-05-24T22:50:07Z
La Sierra Hills,152350.0,10,2253.0,1.0301819795827785,0,1,0,0,0,2025-05-24T22:50:07Z
La Sierra South,147350.0,10,3695.0,1.0633288227334234,0,1,0,0,0,2025-05-24T22:50:07Z
Lacy,149260.0,14,1910.0,0.9675392670157068,1,0,0,0,0,2025-05-24T22:50:07Z
Ladera,500000.0,30,516.0,1.0310077519379846,0,0,0,0,1,2025-05-24T22:50:07Z
Lafayette Hills,382200.0,20,1374.0,1.0363901018922852,0,0,0,1,0,2025-05-24T22:50:07Z
Laguna,332400.0,37,3294.0,1.0707346690953248,1,0,0,0,0,2025-05-24T22:50:07Z
Lake,151850.0,10,1553.0,1.0798454603992274,0,0,0,0,1,2025-05-24T22:50:07Z
Lake Almanor,145200.0,10,281.0,3.131672597864769,0,1,0,0,0,2025-05-24T22:50:07Z
Lake Hodges,347300.0,10,365.0,0.9205479452054794,1,0,0,0,0,2025-05-24T22:50:07Z
Lake View Terrace,162250.0,10,1508.0,1.1054376657824934,1,0,0,0,0,2025-05-24T22:50:07Z
Lake Wohlford,212800.0,10,830.0,0.0,1,0,0,0,0,2025-05-24T22:50:07Z
Lakehead,93300.0,15,465.0,1.578494623655914,0,1,0,0,0,2025-05-24T22:50:07Z
Lakes and Birds,253400.0,10,1348.0,1.0207715133531157,0,0,0,1,0,2025-05-24T22:50:07Z
Lakeshore,352100.1111111111,37,3369.0,1.0299792223211635,0,0,0,0,1,2025-05-24T22:50:07Z
Lakeview,121966.83333333333,27,2006.0,1.0887337986041874,0,1,0,0,0,2025-05-24T22:50:07Z
Lakewood,230900.0,23,1798.0,1.0278086763070078,1,0,0,0,0,2025-05-24T22:50:07Z
Lakewood Mutual,215966.66666666666,30,3852.0,1.0366043613707165,1,0,0,0,0,2025-05-24T22:50:07Z
Lakewood Village,284600.0,37,3187.0,1.0354565422026984,1,0,0,0,0,2025-05-24T22:50:07Z
Lamanda Park,257460.0,42,1288.0,1.0706521739130435,0,1,0,0,0,2025-05-24T22:50:07Z
Lankershim,76700.0,17,2929.0,1.110959371799249,0,1,0,0,0,2025-05-24T22:50:07Z
Larch,364500.0,20,313.0,1.012779552715655,0,0,0,1,0,2025-05-24T22:50:07Z
Larchmont Countryroads,118600.0,10,593.0,1.0590219224283306,0,1,0,0,0,2025-05-24T22:50:07Z
Larchmont Foothills,113500.0,10,860.0,1.0232558139534884,0,1,0,0,0,2025-05-24T22:50:07Z
Larchmont Hills,165700.0,20,374.0,1.0935828877005347,0,1,0,0,0,2025-05-24T22:50:07Z
Larchmont Riviera,103375.0,15,2144.0,1.0648320895522387,0,1,0,0,0,2025-05-24T22:50:07Z
Larchmont Village,85020.0,26,2156.0,1.0282931354359925,0,1,0,0,0,2025-05-24T22:50:07Z
Laurel,136283.33333333334,35,2146.0,1.0559179869524697,0,0,0,1,0,2025-05-24T22:50:07Z
Laurel Glen,124600.0,0,3152.0,1.0434644670050761,0,1,0,0,0,2025-05-24T22:50:07Z
Leisure World,62909.09090909091,20,6206.0,1.072027070576861,1,0,0,0,0,2025-05-24T22:50:07Z
Leland Manor,448000.3333333333,37,1341.0,1.005965697240865,0,0,0,1,0,2025-05-24T22:50:07Z
Leona Heights,233933.33333333334,37,649.0,1.1016949152542372,0,0,0,1,0,2025-05-24T22:50:07Z
Leucadia,315710.0,14,5425.0,1.0853456221198157,0,0,0,0,1,2025-05-24T22:50:07Z
Lincoln,145600.0,26,5365.0,1.1453867660764212,0,0,0,0,1,2025-05-24T22:50:07Z
Lincoln Heights,144308.33333333334,35,8226.0,1.0343836615609046,1,0,0,0,0,2025-05-24T22:50:07Z
Lincoln Highlands,323500.0,40,426.0,1.0234741784037558,0,0,0,1,0,2025-05-24T22:50:07Z
Lincoln Manor Association,156100.0,15,1039.0,1.0673724735322425,1,0,0,0,0,2025-05-24T22:50:07Z
Lincoln Oaks,129400.0,17,1374.0,1.017467248908297,0,1,0,0,0,2025-05-24T22:50:07Z
Lincoln Park,89200.0,15,794.0,1.0062972292191437,0,0,0,0,1,2025-05-24T22:50:07Z
Lincoln Village,114300.0,15,637.0,1.012558869701727,0,1,0,0,0,2025-05-24T22:50:07Z
Lincoln Village West,167328.57142857142,10,3065.0,1.0567699836867863,0,1,0,0,0,2025-05-24T22:50:07Z
Linda Mar,253675.0,28,1974.0,1.0415400202634246,0,0,0,0,1,2025-05-24T22:50:07Z
Linda Vista,158213.33333333334,24,8238.0,1.0421218742413207,0,0,0,0,1,2025-05-24T22:50:07Z
Lindale,95450.0,15,3732.0,1.067256162915327,0,1,0,0,0,2025-05-24T22:50:07Z
Lindenville,223900.0,30,1064.0,1.0676691729323309,0,0,0,0,1,2025-05-24T22:50:07Z
Lindenwood,500000.0,30,327.0,1.003058103975535,0,0,0,1,0,2025-05-24T22:50:07Z
Linfield Oaks,500000.0,30,610.0,1.0459016393442624,0,0,0,1,0,2025-05-24T22:50:07Z
Little Branham - Rosswood,250850.0,30,1004.0,1.0119521912350598,1,0,0,0,0,2025-05-24T22:50:07Z
Little Hollywood,230850.0,40,794.0,0.9130982367758187,0,0,0,1,0,2025-05-24T22:50:07Z
Live Oak Canyon,242180.0,20,2227.0,1.0336775931746744,0,1,0,0,0,2025-05-24T22:50:07Z
Livorna Estates,400050.0,15,844.0,0.966824644549763,0,0,0,1,0,2025-05-24T22:50:07Z
Lockwood Gardens,85150.0,35,946.0,1.0517970401691332,0,0,0,1,0,2025-05-24T22:50:07Z
Logan Heights,82425.0,36,2885.0,1.0519930675909879,0,0,0,0,1,2025-05-24T22:50:07Z
Loma Alta,155972.72727272726,16,5267.0,1.099867097019176,0,0,0,0,1,2025-05-24T22:50:07Z
Loma Vista,161250.0,10,804.0,1.050995024875622,0,1,0,0,0,2025-05-24T22:50:07Z
Longfellow,104075.0,42,1503.0,1.100465735196274,0,0,0,1,0,2025-05-24T22:50:07Z
Longwood - Winton Grove,165600.0,27,1545.0,1.0427184466019417,0,0,0,1,0,2025-05-24T22:50:07Z
Los Altos,266755.05,31,7709.0,1.0367103385653134,1,0,0,0,0,2025-05-24T22:50:07Z
Los Cerritos,355700.0,27,2950.0,1.0284745762711864,0,0,0,0,1,2025-05-24T22:50:07Z
Los Nietos,214630.76923076922,27,4958.0,1.0133118192819686,1,0,0,0,0,2025-05-24T22:50:07Z
Los Osos,221612.5,11,4894.0,1.0502656313853698,0,0,0,0,1,2025-05-24T22:50:07Z
Los Serranos,137200.0,10,2199.0,1.035925420645748,0,1,0,0,0,2025-05-24T22:50:07Z
Loughborough,83200.0,10,367.0,1.0463215258855585,0,1,0,0,0,2025-05-24T22:50:07Z
Lower Bal,194660.0,20,4078.0,1.028445316331535,0,0,0,1,0,2025-05-24T22:50:07Z
Lower Nob Hill,335833.6666666667,50,10181.0,1.1288674982811118,0,0,0,1,0,2025-05-24T22:50:07Z
Lucerne - Higuera,305600.0,33,1546.0,1.1021992238033635,1,0,0,0,0,2025-05-24T22:50:07Z
Lundbar Hills,82800.0,20,380.0,0.95,0,0,0,0,1,2025-05-24T22:50:07Z
Lynn,151050.0,50,1989.0,1.0819507290095525,0,0,0,1,0,2025-05-24T22:50:07Z
Lyon Hoag,372200.0,50,698.0,1.0644699140401146,0,0,0,0,1,2025-05-24T22:50:07Z
Lytle Creek,68800.0,35,996.0,1.1746987951807228,0,1,0,0,0,2025-05-24T22:50:07Z
MIddletown,279150.0,28,2812.0,1.060099573257468,0,0,0,0,1,2025-05-24T22:50:07Z
MLK,90100.0,20,222.0,1.1666666666666667,0,1,0,0,0,2025-05-24T22:50:07Z
Mabury Park,209250.0,25,808.0,1.0544554455445545,1,0,0,0,0,2025-05-24T22:50:07Z
Mace Ranch,164100.0,20,1466.0,1.034106412005457,0,1,0,0,0,2025-05-24T22:50:07Z
Madison Greens,128950.0,10,1551.0,1.0199871050934881,0,1,0,0,0,2025-05-24T22:50:07Z
Madison Heights,365400.0,25,1524.0,1.0656167979002624,1,0,0,0,0,2025-05-24T22:50:07Z
Madison Knolls,94650.0,5,1799.0,1.0200111172873818,0,1,0,0,0,2025-05-24T22:50:07Z
Madison Park,169860.0,26,1874.0,1.0218783351120597,1,0,0,0,0,2025-05-24T22:50:07Z
Madison Square Gardens,115450.0,10,1386.0,1.0764790764790764,0,1,0,0,0,2025-05-24T22:50:07Z
Madrona,286400.0,0,2523.0,1.0618311533888227,1,0,0,0,0,2025-05-24T22:50:07Z
Magnolia Center,118173.33333333333,35,5072.0,1.0277996845425867,0,1,0,0,0,2025-05-24T22:50:07Z
Magnolia Park,243000.0,43,1126.0,1.0088809946714032,1,0,0,0,0,2025-05-24T22:50:07Z
Makati,251325.0,12,2334.0,1.0715509854327334,1,0,0,0,0,2025-05-24T22:50:07Z
Malaga Cove,500000.0,30,624.0,1.125,0,0,0,0,1,2025-05-24T22:50:07Z
Manlove Estates,85250.0,15,1235.0,1.0283400809716599,0,1,0,0,0,2025-05-24T22:50:07Z
Manzanita,75600.0,30,375.0,1.0266666666666666,0,1,0,0,0,2025-05-24T22:50:07Z
Mar Vista,390019.51612903224,33,13182.0,1.053709604005462,1,0,0,0,0,2025-05-24T22:50:07Z
Marblehead,363500.0,0,534.0,1.1310861423220975,0,0,0,0,1,2025-05-24T22:50:07Z
Marina,369089.1111111111,20,5641.0,1.112745967027123,0,0,0,0,1,2025-05-24T22:50:07Z
Marina Bay,186800.0,0,712.0,1.1207865168539326,0,0,0,1,0,2025-05-24T22:50:07Z
Marina District,500000.0,48,6758.0,1.1052297805775166,0,0,0,1,0,2025-05-24T22:50:07Z
Marina Faire,207600.0,20,728.0,1.0384615384615385,0,0,0,1,0,2025-05-24T22:50:07Z
Marina West,218500.0,10,1718.0,1.029685681024447,0,0,0,0,1,2025-05-24T22:50:07Z
Mariposa,226766.66666666666,20,8055.0,1.0470515207945374,1,0,0,0,0,2025-05-24T22:50:07Z
Mather,108450.0,20,2331.0,1.0163020163020162,0,1,0,0,0,2025-05-24T22:50:07Z
Maxwell Park,154955.55555555556,46,2815.0,1.0539964476021315,0,0,0,1,0,2025-05-24T22:50:07Z
May Valley,181450.0,28,2090.0,1.1047846889952153,0,0,0,1,0,2025-05-24T22:50:07Z
McClymonds,84740.0,50,1260.0,1.1444444444444444,0,0,0,1,0,2025-05-24T22:50:07Z
McLane,74576.92307692308,27,14902.0,1.036907797611059,0,1,0,0,0,2025-05-24T22:50:07Z
McLaughlin,359740.0,32,2068.0,1.0575435203094778,1,0,0,0,0,2025-05-24T22:50:07Z
McManus,224733.33333333334,37,1205.0,1.049792531120332,1,0,0,0,0,2025-05-24T22:50:07Z
Mcclellan Meadows,85000.0,33,614.0,0.9853420195439739,0,1,0,0,0,2025-05-24T22:50:07Z
Meadow Brook,117571.42857142857,39,2792.0,1.0601719197707737,0,0,0,1,0,2025-05-24T22:50:07Z
Meadow Oaks,172100.0,10,540.0,0.924074074074074,0,1,0,0,0,2025-05-24T22:50:07Z
Meadows,193900.0,13,2331.0,1.065208065208065,1,0,0,0,0,2025-05-24T22:50:07Z
Melrose,92025.0,45,917.0,1.1221374045801527,0,0,0,1,0,2025-05-24T22:50:07Z
Memorial Hospital Neighborhood,167033.33333333334,37,670.0,1.0850746268656717,1,0,0,0,0,2025-05-24T22:50:07Z
Merced Heights,298940.0,40,1326.0,1.0686274509803921,0,0,0,0,1,2025-05-24T22:50:07Z
Merriewood,328500.0,28,3187.0,1.0169438343269532,0,0,0,1,0,2025-05-24T22:50:07Z
Merrihill,153500.0,20,399.0,1.005012531328321,0,1,0,0,0,2025-05-24T22:50:07Z
Merrihill North,112233.33333333333,20,1969.0,1.053834433722702,0,1,0,0,0,2025-05-24T22:50:07Z
Mesa Del Mar,271000.0,20,485.0,1.0123711340206185,1,0,0,0,0,2025-05-24T22:50:07Z
Mesa Verde,322422.22222222225,18,4987.0,1.0401042711048727,1,0,0,0,0,2025-05-24T22:50:07Z
Mescal Corridor NW,185000.0,30,535.0,0.9383177570093458,1,0,0,0,0,2025-05-24T22:50:07Z
Mid Central,185014.2857142857,23,2590.0,1.0833976833976835,1,0,0,0,0,2025-05-24T22:50:07Z
Mid City,224736.54807692306,36,51676.0,1.0171723264737431,1,0,0,0,0,2025-05-24T22:50:07Z
Mid-City,166058.13953488372,24,23800.0,1.0607563025210085,0,0,0,0,1,2025-05-24T22:50:07Z
Midtown,214100.0,39,8290.0,1.0775633293124247,0,1,0,0,0,2025-05-24T22:50:07Z
Midway,149910.0,14,7852.0,1.0669893020886398,1,0,0,0,0,2025-05-24T22:50:07Z
Midway District,281050.0,15,1182.0,1.0456852791878173,0,0,0,0,1,2025-05-24T22:50:07Z
Mills College,174133.33333333334,40,738.0,1.0745257452574526,0,0,0,1,0,2025-05-24T22:50:07Z
Mills Estates,500000.0,20,480.0,1.0716235632183908,0,0,0,0,1,2025-05-24T22:50:07Z
Mills Park Terrace,89600.0,20,613.0,1.1712887438825448,0,1,0,0,0,2025-05-24T22:50:07Z
Millsmont,147300.0,43,569.0,0.9929701230228472,0,0,0,1,0,2025-05-24T22:50:07Z
Miner,227033.33333333334,17,1777.0,0.9932470455824424,1,0,0,0,0,2025-05-24T22:50:07Z
Mira Costa,186400.0,10,3848.0,1.095114345114345,0,0,0,0,1,2025-05-24T22:50:07Z
Mira Loma,160450.0,18,7322.0,1.0230811253755805,0,1,0,0,0,2025-05-24T22:50:07Z
Mira Mesa,171843.33333333334,8,13620.0,0.9995203132648067,1,0,0,0,0,2025-05-24T22:50:07Z
Miraloma,343800.0,40,2290.0,1.003930131004367,0,0,0,1,0,2025-05-24T22:50:07Z
Miramar,139933.33333333334,7,3018.0,1.077534791252485,1,0,0,0,0,2025-05-24T22:50:07Z
Miramar Ranch North,308300.0,0,2407.0,1.0344827586206897,1,0,0,0,0,2025-05-24T22:50:07Z
Mission - Garin,206228.57142857142,23,2423.0,1.087907552620718,0,0,0,1,0,2025-05-24T22:50:07Z
Mission Bay,293300.0,25,1485.0,1.1663299663299664,0,0,0,0,1,2025-05-24T22:50:07Z
Mission Beach,400133.3333333333,30,1542.0,1.1070038910505837,0,0,0,0,1,2025-05-24T22:50:07Z
Mission District,274005.55555555556,48,18386.0,1.069183074078103,0,0,0,1,0,2025-05-24T22:50:07Z
Mission Fields,468000.0,30,740.0,1.1986486486486487,0,0,0,0,1,2025-05-24T22:50:07Z
Mission Hills,231314.2857142857,30,6633.0,1.0156791798582843,1,0,0,0,0,2025-05-24T22:50:07Z
Mission San Jose,347300.0,10,4661.0,1.0377601373095902,1,0,0,0,0,2025-05-24T22:50:07Z
Mission Terrace,170100.0,20,575.0,1.0626086956521739,0,1,0,0,0,2025-05-24T22:50:07Z
Mission Valley,257769.3076923077,25,6077.0,1.0406450551258846,0,0,0,0,1,2025-05-24T22:50:07Z
Mission/Foothills,170250.0,20,1629.0,1.0914671577655004,0,0,0,1,0,2025-05-24T22:50:07Z
Mistletoe,101700.0,0,932.0,1.0643776824034334,0,1,0,0,0,2025-05-24T22:50:07Z
Mobile Town,56766.666666666664,30,1601.0,1.1061836352279826,0,1,0,0,0,2025-05-24T22:50:07Z
Monta Loma,343300.0,30,1211.0,1.0520231213872833,0,0,0,1,0,2025-05-24T22:50:07Z
Montclair,356850.0,35,1981.0,1.0186774356385664,0,0,0,1,0,2025-05-24T22:50:07Z
Monterey Ter,412500.0,30,986.0,1.024340770791075,0,0,0,1,0,2025-05-24T22:50:07Z
Montrose,252240.0,32,2036.0,1.0658153241650294,1,0,0,0,0,2025-05-24T22:50:07Z
Montrose Verdugo City,245600.0,30,829.0,1.06875753920386,1,0,0,0,0,2025-05-24T22:50:07Z
Monument Corridor,154646.15384615384,21,7299.0,1.0752157829839704,0,0,0,1,0,2025-05-24T22:50:07Z
Moraga Blvd,310300.0,20,601.0,1.086522462562396,0,0,0,1,0,2025-05-24T22:50:07Z
Morena,167966.66666666666,18,2802.0,1.0599571734475375,0,0,0,0,1,2025-05-24T22:50:07Z
Morning Star,113000.0,10,763.0,1.0144167758846658,0,1,0,0,0,2025-05-24T22:50:07Z
Morning Sunwood,272566.6666666667,10,1079.0,0.943466172381835,1,0,0,0,0,2025-05-24T22:50:07Z
Morrill,262400.0,17,1906.0,1.0199370409233999,1,0,0,0,0,2025-05-24T22:50:07Z
Morro Hills,162300.0,5,1686.0,1.0901542111506524,1,0,0,0,0,2025-05-24T22:50:07Z
Morse Park,168200.0,22,1716.0,1.4230769230769231,1,0,0,0,0,2025-05-24T22:50:07Z
Morse Terrace,110850.0,30,721.0,0.9736477115117892,0,1,0,0,0,2025-05-24T22:50:07Z
Mount Carmel,402525.25,32,4670.0,1.015203426124197,0,0,0,0,1,2025-05-24T22:50:07Z
Mount Eden,216150.0,15,1806.0,1.0874861572535992,0,0,0,1,0,2025-05-24T22:50:07Z
Mount Hermon,201300.0,40,366.0,1.3715846994535519,0,0,0,0,1,2025-05-24T22:50:07Z
Mount Hope,87300.0,18,2086.0,1.0450623202301055,0,0,0,0,1,2025-05-24T22:50:07Z
Mount Vernon,70400.0,40,344.0,1.188953488372093,0,1,0,0,0,2025-05-24T22:50:07Z
Mount Washington,176700.0,33,3595.0,1.0648122392211405,1,0,0,0,0,2025-05-24T22:50:07Z
Mountain View,97243.75,30,6475.0,1.0648648648648649,0,0,0,0,1,2025-05-24T22:50:07Z
Mulford Gardens,188066.66666666666,30,1242.0,1.036231884057971,0,0,0,1,0,2025-05-24T22:50:07Z
Muscupiabe,87750.0,35,684.0,1.054093567251462,0,1,0,0,0,2025-05-24T22:50:07Z
NE - Sterling,110750.0,20,5508.0,1.039760348583878,0,1,0,0,0,2025-05-24T22:50:07Z
Naples,500000.0,40,971.0,1.0916580844490216,0,0,0,0,1,2025-05-24T22:50:07Z
Natomas Heights,131600.0,20,655.0,1.0183206106870228,0,1,0,0,0,2025-05-24T22:50:07Z
Nena,127500.0,30,699.0,0.9728183118741058,0,1,0,0,0,2025-05-24T22:50:07Z
Nestor,132500.0,8,4274.0,1.040711277491811,0,0,0,0,1,2025-05-24T22:50:07Z
New Horizons,166050.0,28,1629.0,0.9975445058317987,1,0,0,0,0,2025-05-24T22:50:07Z
Newbury Park,270400.04347826086,12,10461.0,1.0228467641716854,1,0,0,0,0,2025-05-24T22:50:07Z
Newhall,314320.2,10,3161.0,1.1183169882948434,1,0,0,0,0,2025-05-24T22:50:07Z
Newport Coast,500000.0,20,576.0,1.0104166666666667,1,0,0,0,0,2025-05-24T22:50:07Z
Niles,265000.0,17,2148.0,1.0363128491620113,1,0,0,0,0,2025-05-24T22:50:07Z
Nimitz,394900.0,20,1053.0,1.0085470085470085,1,0,0,0,0,2025-05-24T22:50:07Z
Nipton,75000.0,0,56.0,1.3928571428571428,0,1,0,0,0,2025-05-24T22:50:07Z
Noe Valley,363000.0,45,9725.0,1.0519280205655528,0,0,0,1,0,2025-05-24T22:50:07Z
Norco Hills,198800.0,20,307.0,1.0553745928338762,0,1,0,0,0,2025-05-24T22:50:07Z
Norco Ridge Ranch,233500.0,10,228.0,1.3991228070175439,0,1,0,0,0,2025-05-24T22:50:07Z
North & East,138235.7142857143,38,4878.0,1.0535055350553506,0,0,0,1,0,2025-05-24T22:50:07Z
North Arroyo,440750.75,22,1739.0,1.0293271995399655,1,0,0,0,0,2025-05-24T22:50:07Z
North Beach,442500.6,40,3106.0,1.1490663232453315,0,0,0,1,0,2025-05-24T22:50:07Z
North Berkeley,261718.18181818182,47,4831.0,1.0525771061891949,0,0,0,1,0,2025-05-24T22:50:07Z
North Broadway,168433.33333333334,7,2398.0,1.0758965804837364,1,0,0,0,0,2025-05-24T22:50:07Z
North Central,192054.7619047619,35,21481.0,1.0555374517015037,1,0,0,0,0,2025-05-24T22:50:07Z
North City,337000.0,0,983.0,1.0600203458799593,0,0,0,0,1,2025-05-24T22:50:07Z
North Country,133000.0,0,907.0,1.0308710033076074,0,1,0,0,0,2025-05-24T22:50:07Z
North Country Meadows,61633.333333333336,37,1295.0,1.0563706563706563,0,1,0,0,0,2025-05-24T22:50:07Z
North Cow Creek,133400.0,10,897.0,1.0702341137123745,0,1,0,0,0,2025-05-24T22:50:07Z
North Haven,75900.0,30,583.0,1.1801029159519725,0,1,0,0,0,2025-05-24T22:50:07Z
North Hayward,182150.0,32,4095.0,1.0537240537240538,0,0,0,1,0,2025-05-24T22:50:07Z
North Hills,222305.26315789475,24,15420.0,1.0588197146562905,1,0,0,0,0,2025-05-24T22:50:07Z
North Hollywood,235964.91228070174,28,60903.0,1.0457027978917295,1,0,0,0,0,2025-05-24T22:50:07Z
North Long Beach,161047.8260869565,33,23152.0,1.0641413268832067,1,0,0,0,0,2025-05-24T22:50:07Z
North Los Altos,500000.0,27,3383.0,1.0301507537688441,0,0,0,1,0,2025-05-24T22:50:07Z
North Park,157156.25,32,16666.0,1.047101884075363,0,0,0,0,1,2025-05-24T22:50:07Z
North Redlands,112388.23529411765,12,8789.0,1.0456252133348505,0,1,0,0,0,2025-05-24T22:50:07Z
North Redondo,337200.0,21,13645.0,1.0449981678270428,1,0,0,0,0,2025-05-24T22:50:07Z
North Sacramento,91501.85185185185,24,28827.0,1.105643147049641,0,1,0,0,0,2025-05-24T22:50:07Z
North San Jose,148133.33333333334,27,2286.0,1.0402449693788276,1,0,0,0,0,2025-05-24T22:50:07Z
North State,336680.0,26,2246.0,1.0876580587711489,0,0,0,0,1,2025-05-24T22:50:07Z
North Stonehurst,96800.0,38,1413.0,1.034677990092003,0,0,0,1,0,2025-05-24T22:50:07Z
North Valley,137000.0,10,3827.0,1.0533054611967598,1,0,0,0,0,2025-05-24T22:50:07Z
North Whisman,267400.0,20,3052.0,1.0570117955439056,0,0,0,1,0,2025-05-24T22:50:07Z
North of Montana,488330.9,42,5569.0,1.0527922427724905,1,0,0,0,0,2025-05-24T22:50:07Z
Northeast,500000.0,38,1729.0,1.0630422209369579,1,0,0,0,0,2025-05-24T22:50:07Z
Northeast Anaheim,211335.48387096773,20,12444.0,1.0433140469302475,1,0,0,0,0,2025-05-24T22:50:07Z
Northeast Carmel,366550.0,35,760.0,1.2986842105263159,0,0,0,0,1,2025-05-24T22:50:07Z
Northeast Los Angeles,186129.52380952382,35,46681.0,1.0629271009618475,1,0,0,0,0,2025-05-24T22:50:07Z
Northeast Torrance,286866.6666666667,25,2865.0,1.043630017452007,1,0,0,0,0,2025-05-24T22:50:07Z
Northgate,207566.66666666666,7,4827.0,1.0391547545059043,0,0,0,1,0,2025-05-24T22:50:07Z
Northgate 2,367700.0,20,1219.0,1.041017227235439,0,0,0,1,0,2025-05-24T22:50:07Z
Northridge,330132.67441860464,23,26120.0,1.0178790199081165,1,0,0,0,0,2025-05-24T22:50:07Z
Northridge Hills,172950.0,5,668.0,1.0254491017964071,0,1,0,0,0,2025-05-24T22:50:07Z
Northridge Oaks,159400.0,20,432.0,1.0138888888888888,0,1,0,0,0,2025-05-24T22:50:07Z
Northside,151809.0909090909,31,4428.0,1.0544263775971092,1,0,0,0,0,2025-05-24T22:50:07Z
Northstar,201800.0,10,2962.0,1.0155300472653612,0,1,0,0,0,2025-05-24T22:50:07Z
Northwest,212450.0,20,1067.0,1.022492970946579,1,0,0,0,0,2025-05-24T22:50:07Z
Northwest Anaheim,187906.4516129032,25,12396.0,1.058486608583414,1,0,0,0,0,2025-05-24T22:50:07Z
Northwest Berkeley,177380.0,43,5453.0,1.0583165230148541,0,0,0,1,0,2025-05-24T22:50:07Z
Northwest Redlands,136150.0,0,1754.0,1.1841505131128849,0,1,0,0,0,2025-05-24T22:50:07Z
Northwest Torrance,269594.44444444444,28,6734.0,1.0386100386100385,1,0,0,0,0,2025-05-24T22:50:07Z
Northwood,279811.1111111111,7,7263.0,1.029877461104227,1,0,0,0,0,2025-05-24T22:50:07Z
Northwood - Tara,354200.0,30,121.0,0.9834710743801653,0,0,0,1,0,2025-05-24T22:50:07Z
Norwood Tech,67000.0,20,328.0,0.9847560975609756,0,1,0,0,0,2025-05-24T22:50:07Z
Oak Brook Park,125600.0,20,587.0,0.9863713798977853,0,1,0,0,0,2025-05-24T22:50:07Z
Oak Center,112681.25,32,3724.0,1.119763694951665,0,0,0,1,0,2025-05-24T22:50:07Z
Oak Creek,160200.0,10,978.0,1.0920245398773005,1,0,0,0,0,2025-05-24T22:50:07Z
Oak Knoll Golf Links,153050.0,35,1575.0,1.0673015873015872,0,0,0,1,0,2025-05-24T22:50:07Z
Oak Manor,246600.0,20,449.0,1.0289532293986636,1,0,0,0,0,2025-05-24T22:50:07Z
Oak Park,115626.4705882353,33,13416.0,1.0787865235539653,0,1,0,0,0,2025-05-24T22:50:07Z
Oak Tree,100420.0,46,1783.0,1.0745933819405495,0,0,0,1,0,2025-05-24T22:50:07Z
Oak View,238175.0,10,2384.0,1.070469798657718,1,0,0,0,0,2025-05-24T22:50:07Z
